"geneid","strand","fiveprime","threeprime"
"Pc2109T1C00002911g0001100","+",1972,100
"Pc2109T1C00002911g0001110","-",4508,100
"Pc2109T1C00000657g0000190","+",158,4725
"Pc2109T1C00002911g0001120","-",181,4508
"Pc2109T1C00002911g0001130","+",181,170
"Pc2109T1C00002911g0001140","-",167,170
"Pc2109T1C00002911g0001150","+",167,313
"Pc2109T1C00002911g0001160","-",314,313
"Pc2109T1C00002911g0001170","-",1557,314
"Pc2109T1C00002911g0001180","-",11430,1557
"Pc2109T1C00002911g0001190","+",11430,1530
"Pc2109T1C00002911g0001200","-",874,1530
"Pc2109T1C00002911g0001210","-",16493,874
"Pc2109T1C00000079g0000110","+",2127,52
"Pc2109T1C00000657g0000200","+",4725,1024
"Pc2109T1C00002911g0001230","-",691,342
"Pc2109T1C00002911g0001220","+",16493,342
"Pc2109T1C00002911g0001240","-",233,691
"Pc2109T1C00002911g0001250","-",118,233
"Pc2109T1C00002911g0001260","-",616,118
"Pc2109T1C00002911g0001270","+",616,377
"Pc2109T1C00002911g0001290","-",145,4089
"Pc2109T1C00002911g0001280","+",377,4089
"Pc2109T1C00002911g0001300","+",145,8184
"Pc2109T1C00000657g0000210","+",1024,387
"Pc2109T1C00000657g0000220","-",161,387
"Pc2109T1C00002911g0001310","+",8184,225
"Pc2109T1C00002911g0001330","-",272,278
"Pc2109T1C00002911g0001320","+",225,278
"Pc2109T1C00002911g0001350","-",543,225
"Pc2109T1C00002911g0001340","+",272,225
"Pc2109T1C00002911g0001360","-",23973,543
"Pc2109T1C00002911g0001370","-",14170,23973
"Pc2109T1C00002911g0001380","+",14170,498
"Pc2109T1C00002911g0001390","+",498,562
"Pc2109T1C00002912g0000010","+",NA,12928
"Pc2109T1C00002912g0000020","+",12928,508
"Pc2109T1C00002912g0000030","+",508,535
"Pc2109T1C00002912g0000040","+",535,135
"Pc2109T1C00002912g0000050","+",135,140
"Pc2109T1C00002912g0000060","-",172,140
"Pc2109T1C00002912g0000070","+",172,126
"Pc2109T1C00002912g0000080","+",126,43
"Pc2109T1C00002912g0000090","-",4266,43
"Pc2109T1C00002912g0000100","-",1333,4266
"Pc2109T1C00002912g0000120","-",230,809
"Pc2109T1C00002912g0000110","+",1333,809
"Pc2109T1C00000657g0000230","+",161,773
"Pc2109T1C00002912g0000130","+",230,1649
"Pc2109T1C00002912g0000140","+",1649,254
"Pc2109T1C00002912g0000150","+",254,1818
"Pc2109T1C00002912g0000170","-",6464,1894
"Pc2109T1C00002912g0000160","+",1818,1894
"Pc2109T1C00002913g0000020","-",307,769
"Pc2109T1C00002913g0000010","+",NA,769
"Pc2109T1C00002913g0000030","+",307,28
"Pc2109T1C00002913g0000040","+",28,1646
"Pc2109T1C00000657g0000240","+",773,183
"Pc2109T1C00000657g0000250","-",802,183
"Pc2109T1C00002913g0000050","+",1646,150
"Pc2109T1C00002913g0000060","+",150,1835
"Pc2109T1C00002913g0000070","+",1835,1511
"Pc2109T1C00002913g0000080","-",6449,1511
"Pc2109T1C00002913g0000090","+",6449,476
"Pc2109T1C00002913g0000100","+",476,3592
"Pc2109T1C00002913g0000110","-",456,3592
"Pc2109T1C00002913g0000130","-",18654,9806
"Pc2109T1C00002913g0000120","+",456,9806
"Pc2109T1C00002913g0000140","-",4993,18654
"Pc2109T1C00002913g0000150","-",NA,4993
"Pc2109T1C00002915g0000010","+",NA,47
"Pc2109T1C00002915g0000020","+",47,50860
"Pc2109T1C00002915g0000030","+",50860,15470
"Pc2109T1C00002915g0000040","+",15470,2136
"Pc2109T1C00002915g0000060","-",140,161
"Pc2109T1C00002915g0000050","+",2136,161
"Pc2109T1C00002915g0000070","-",3018,140
"Pc2109T1C00002915g0000080","-",1084,3018
"Pc2109T1C00002915g0000100","-",5045,676
"Pc2109T1C00002915g0000090","+",1084,676
"Pc2109T1C00000657g0000270","-",930,44
"Pc2109T1C00000657g0000260","+",802,44
"Pc2109T1C00002915g0000110","+",5045,207
"Pc2109T1C00002915g0000120","+",207,623
"Pc2109T1C00002915g0000130","-",1533,623
"Pc2109T1C00002915g0000140","-",79,1533
"Pc2109T1C00002915g0000150","-",4968,79
"Pc2109T1C00002915g0000160","-",107,4968
"Pc2109T1C00002915g0000170","+",107,351
"Pc2109T1C00002915g0000180","+",351,1561
"Pc2109T1C00002915g0000190","+",1561,224
"Pc2109T1C00002915g0000200","+",224,205
"Pc2109T1C00002915g0000210","+",205,138
"Pc2109T1C00002915g0000220","-",198,138
"Pc2109T1C00002915g0000230","-",221,198
"Pc2109T1C00002915g0000240","+",221,5550
"Pc2109T1C00002915g0000250","+",5550,642
"Pc2109T1C00002915g0000260","+",642,228
"Pc2109T1C00002915g0000270","+",228,291
"Pc2109T1C00002915g0000280","+",291,559
"Pc2109T1C00002915g0000300","-",195,2145
"Pc2109T1C00002915g0000290","+",559,2145
"Pc2109T1C00000657g0000280","+",930,142
"Pc2109T1C00000657g0000290","-",702,142
"Pc2109T1C00002915g0000320","-",215,2624
"Pc2109T1C00002915g0000310","+",195,2624
"Pc2109T1C00002915g0000330","-",236,215
"Pc2109T1C00002915g0000350","-",1552,135
"Pc2109T1C00002915g0000340","+",236,135
"Pc2109T1C00002915g0000360","-",248,1552
"Pc2109T1C00002915g0000370","+",248,306
"Pc2109T1C00002915g0000380","+",306,74
"Pc2109T1C00002915g0000390","-",306,74
"Pc2109T1C00002915g0000400","-",119,306
"Pc2109T1C00002915g0000420","-",1751,146
"Pc2109T1C00002915g0000410","+",119,146
"Pc2109T1C00002915g0000430","+",1751,1820
"Pc2109T1C00002915g0000440","+",1820,140
"Pc2109T1C00002915g0000450","-",221,140
"Pc2109T1C00002915g0000470","-",126,69
"Pc2109T1C00002915g0000460","+",221,69
"Pc2109T1C00002915g0000480","-",820,126
"Pc2109T1C00002915g0000490","-",482,820
"Pc2109T1C00002915g0000500","-",3476,482
"Pc2109T1C00002915g0000510","-",1889,3476
"Pc2109T1C00000079g0000130","-",365,70
"Pc2109T1C00000079g0000120","+",52,70
"Pc2109T1C00000657g0000300","+",702,364
"Pc2109T1C00002915g0000520","-",714,1889
"Pc2109T1C00002915g0000530","-",2436,714
"Pc2109T1C00002915g0000550","-",322,3164
"Pc2109T1C00002915g0000540","+",2436,3164
"Pc2109T1C00002915g0000560","-",755,322
"Pc2109T1C00002915g0000570","-",1137,755
"Pc2109T1C00002915g0000580","-",127,1137
"Pc2109T1C00002915g0000590","+",127,345
"Pc2109T1C00002915g0000600","-",577,345
"Pc2109T1C00000657g0000310","+",364,1812
"Pc2109T1C00000657g0000320","-",649,1812
"Pc2109T1C00002915g0000620","-",250,141
"Pc2109T1C00002915g0000610","+",577,141
"Pc2109T1C00002915g0000630","+",250,143
"Pc2109T1C00002915g0000650","-",197,335
"Pc2109T1C00002915g0000640","+",143,335
"Pc2109T1C00002915g0000670","-",272,81
"Pc2109T1C00002915g0000660","+",197,81
"Pc2109T1C00002915g0000680","-",202,272
"Pc2109T1C00002915g0000690","-",4012,202
"Pc2109T1C00002915g0000700","-",1204,4012
"Pc2109T1C00000657g0000330","-",657,649
"Pc2109T1C00002915g0000720","-",126,212
"Pc2109T1C00002915g0000710","+",1204,212
"Pc2109T1C00002915g0000730","+",126,122
"Pc2109T1C00002915g0000740","+",122,945
"Pc2109T1C00002915g0000750","-",110,945
"Pc2109T1C00002915g0000760","-",222,110
"Pc2109T1C00002915g0000770","+",222,1271
"Pc2109T1C00002915g0000780","-",2938,1271
"Pc2109T1C00002915g0000790","+",2938,1205
"Pc2109T1C00002915g0000800","-",35662,1205
"Pc2109T1C00002915g0000810","-",402,35662
"Pc2109T1C00002915g0000820","-",7328,402
"Pc2109T1C00002915g0000840","-",2410,1243
"Pc2109T1C00002915g0000830","+",7328,1243
"Pc2109T1C00002915g0000850","+",2410,1875
"Pc2109T1C00002915g0000860","+",1875,148
"Pc2109T1C00002915g0000870","-",323,148
"Pc2109T1C00002915g0000880","-",319,323
"Pc2109T1C00002915g0000890","-",357,319
"Pc2109T1C00002915g0000900","-",2577,357
"Pc2109T1C00000657g0000340","+",657,150
"Pc2109T1C00002915g0000910","+",2577,641
"Pc2109T1C00002915g0000920","+",641,223
"Pc2109T1C00002915g0000930","-",104,223
"Pc2109T1C00002915g0000940","+",104,1209
"Pc2109T1C00002915g0000960","-",359,29
"Pc2109T1C00002915g0000950","+",1209,29
"Pc2109T1C00002915g0000970","-",308,359
"Pc2109T1C00002915g0000980","+",308,261
"Pc2109T1C00002915g0000990","-",4275,261
"Pc2109T1C00002915g0001000","+",4275,14
"Pc2109T1C00000657g0000350","+",150,331
"Pc2109T1C00000657g0000360","-",1325,331
"Pc2109T1C00002915g0001020","-",187,207
"Pc2109T1C00002915g0001010","+",14,207
"Pc2109T1C00002915g0001030","-",299,187
"Pc2109T1C00002915g0001040","+",299,179
"Pc2109T1C00002915g0001050","-",80,179
"Pc2109T1C00002915g0001060","-",2364,80
"Pc2109T1C00002915g0001070","+",2364,485
"Pc2109T1C00002915g0001080","+",485,164
"Pc2109T1C00002915g0001090","-",2901,164
"Pc2109T1C00002915g0001100","+",2901,760
"Pc2109T1C00000657g0000370","-",3820,1325
"Pc2109T1C00002915g0001120","-",563,282
"Pc2109T1C00002915g0001110","+",760,282
"Pc2109T1C00002915g0001130","+",563,313
"Pc2109T1C00002915g0001140","+",313,375
"Pc2109T1C00002915g0001150","-",813,375
"Pc2109T1C00002915g0001160","-",180,813
"Pc2109T1C00002915g0001170","-",350,180
"Pc2109T1C00002915g0001180","-",752,350
"Pc2109T1C00002915g0001190","-",162,752
"Pc2109T1C00002915g0001200","-",NA,162
"Pc2109T1C00002916g0000010","+",NA,3052
"Pc2109T1C00002916g0000020","-",2928,3052
"Pc2109T1C00002916g0000030","+",2928,292
"Pc2109T1C00002916g0000040","+",292,412
"Pc2109T1C00002916g0000060","-",570,282
"Pc2109T1C00002916g0000050","+",412,282
"Pc2109T1C00002916g0000070","-",562,570
"Pc2109T1C00002916g0000080","+",562,312
"Pc2109T1C00002916g0000090","+",312,377
"Pc2109T1C00002916g0000100","-",813,377
"Pc2109T1C00002916g0000110","-",166,813
"Pc2109T1C00000657g0000380","+",3820,3524
"Pc2109T1C00002916g0000130","-",179,137
"Pc2109T1C00002916g0000120","+",166,137
"Pc2109T1C00002916g0000140","-",941,179
"Pc2109T1C00002916g0000150","-",4676,941
"Pc2109T1C00002916g0000160","-",168,4676
"Pc2109T1C00002916g0000170","-",1444,168
"Pc2109T1C00002916g0000180","-",3941,1444
"Pc2109T1C00002916g0000190","-",362,3941
"Pc2109T1C00002916g0000200","-",130,362
"Pc2109T1C00002916g0000210","+",130,2279
"Pc2109T1C00000657g0000400","-",145,56
"Pc2109T1C00000657g0000390","+",3524,56
"Pc2109T1C00002916g0000230","-",122,122
"Pc2109T1C00002916g0000220","+",2279,122
"Pc2109T1C00002916g0000250","-",467,83
"Pc2109T1C00002916g0000240","+",122,83
"Pc2109T1C00002916g0000260","+",467,163
"Pc2109T1C00002916g0000270","-",35,163
"Pc2109T1C00002916g0000280","-",2426,35
"Pc2109T1C00002916g0000290","-",2148,2426
"Pc2109T1C00002916g0000300","-",15247,2148
"Pc2109T1C00002916g0000310","+",15247,4610
"Pc2109T1C00002916g0000320","-",23142,4610
"Pc2109T1C00000079g0000140","-",1710,365
"Pc2109T1C00002916g0000330","+",23142,11621
"Pc2109T1C00002916g0000340","+",11621,145
"Pc2109T1C00002916g0000360","-",965,230
"Pc2109T1C00002916g0000350","+",145,230
"Pc2109T1C00002916g0000370","-",372,965
"Pc2109T1C00002917g0000020","+",3079,11369
"Pc2109T1C00002917g0000030","+",11369,145
"Pc2109T1C00002917g0000040","+",145,81
"Pc2109T1C00002917g0000050","-",186,81
"Pc2109T1C00000657g0000410","+",145,260
"Pc2109T1C00002917g0000060","+",186,404
"Pc2109T1C00002917g0000070","+",404,5724
"Pc2109T1C00002917g0000090","-",342,1187
"Pc2109T1C00002917g0000080","+",5724,1187
"Pc2109T1C00002917g0000110","-",183,62
"Pc2109T1C00002917g0000100","+",342,62
"Pc2109T1C00002917g0000120","-",95,183
"Pc2109T1C00002917g0000130","+",95,25
"Pc2109T1C00002917g0000140","-",289,25
"Pc2109T1C00000657g0000420","+",260,94
"Pc2109T1C00002917g0000150","+",289,763
"Pc2109T1C00002917g0000160","+",763,3318
"Pc2109T1C00002917g0000170","+",3318,2168
"Pc2109T1C00002917g0000180","+",2168,476
"Pc2109T1C00002917g0000190","-",646,476
"Pc2109T1C00002917g0000200","-",2286,646
"Pc2109T1C00002917g0000210","-",276,2286
"Pc2109T1C00002917g0000220","-",288,276
"Pc2109T1C00002917g0000230","-",1232,288
"Pc2109T1C00002917g0000250","-",1941,18820
"Pc2109T1C00002917g0000240","+",1232,18820
"Pc2109T1C00000657g0000430","+",94,1993
"Pc2109T1C00002917g0000260","-",62,1941
"Pc2109T1C00002917g0000270","-",1118,62
"Pc2109T1C00002917g0000280","-",1199,1118
"Pc2109T1C00002917g0000290","+",1199,274
"Pc2109T1C00002917g0000300","+",274,178
"Pc2109T1C00002917g0000320","-",936,175
"Pc2109T1C00002917g0000310","+",178,175
"Pc2109T1C00002917g0000340","-",1635,24
"Pc2109T1C00002917g0000330","+",936,24
"Pc2109T1C00000657g0000440","+",1993,180
"Pc2109T1C00002917g0000360","-",2628,106
"Pc2109T1C00002917g0000350","+",1635,106
"Pc2109T1C00002917g0000370","+",2628,3858
"Pc2109T1C00002917g0000380","+",3858,14
"Pc2109T1C00002917g0000390","+",14,1958
"Pc2109T1C00002917g0000400","+",1958,693
"Pc2109T1C00002917g0000410","-",174,693
"Pc2109T1C00002917g0000420","+",174,592
"Pc2109T1C00002917g0000430","-",456,592
"Pc2109T1C00002917g0000440","-",NA,456
"Pc2109T1C00002919g0000020","-",8827,29333
"Pc2109T1C00000657g0000450","+",180,123
"Pc2109T1C00000657g0000460","-",258,123
"Pc2109T1C00002919g0000030","-",2104,8827
"Pc2109T1C00002919g0000040","+",2104,3019
"Pc2109T1C00002919g0000060","-",297,106
"Pc2109T1C00002919g0000050","+",3019,106
"Pc2109T1C00002919g0000070","-",440,297
"Pc2109T1C00002919g0000080","-",165,440
"Pc2109T1C00002919g0000090","+",165,81
"Pc2109T1C00002919g0000100","+",81,607
"Pc2109T1C00002919g0000110","-",442,607
"Pc2109T1C00002919g0000120","-",2400,442
"Pc2109T1C00000657g0000470","-",97,258
"Pc2109T1C00002919g0000140","-",3716,294
"Pc2109T1C00002919g0000130","+",2400,294
"Pc2109T1C00002919g0000150","-",910,3716
"Pc2109T1C00002919g0000170","-",6758,16585
"Pc2109T1C00002919g0000160","+",910,16585
"Pc2109T1C00002919g0000190","-",229,130
"Pc2109T1C00002919g0000180","+",6758,130
"Pc2109T1C00002919g0000210","-",108,3663
"Pc2109T1C00002919g0000200","+",229,3663
"Pc2109T1C00002919g0000220","-",3006,108
"Pc2109T1C00000657g0000480","-",224,97
"Pc2109T1C00002919g0000230","-",243,3006
"Pc2109T1C00002919g0000240","-",3170,243
"Pc2109T1C00002919g0000250","-",116,3170
"Pc2109T1C00002919g0000260","-",NA,116
"Pc2109T1C00002923g0000010","+",NA,1230
"Pc2109T1C00002923g0000020","-",123,1230
"Pc2109T1C00002923g0000030","-",187,123
"Pc2109T1C00002923g0000050","-",36077,75
"Pc2109T1C00002923g0000040","+",187,75
"Pc2109T1C00002923g0000060","-",3325,36077
"Pc2109T1C00002923g0000070","-",589,3325
"Pc2109T1C00002923g0000080","+",589,1040
"Pc2109T1C00002923g0000090","+",1040,3051
"Pc2109T1C00002923g0000100","+",3051,547
"Pc2109T1C00002923g0000110","+",547,7266
"Pc2109T1C00002923g0000120","+",7266,1796
"Pc2109T1C00002923g0000130","+",1796,2279
"Pc2109T1C00002923g0000140","+",2279,277
"Pc2109T1C00002923g0000150","-",502,277
"Pc2109T1C00002923g0000160","+",502,173
"Pc2109T1C00000657g0000490","+",224,1721
"Pc2109T1C00002923g0000180","-",371,192
"Pc2109T1C00002923g0000170","+",173,192
"Pc2109T1C00002923g0000190","-",13,371
"Pc2109T1C00002923g0000200","-",3374,13
"Pc2109T1C00002923g0000210","+",3374,3785
"Pc2109T1C00002923g0000220","-",2286,3785
"Pc2109T1C00002926g0000020","-",851,461
"Pc2109T1C00002926g0000030","+",851,274
"Pc2109T1C00002926g0000040","+",274,143
"Pc2109T1C00002926g0000050","-",1085,143
"Pc2109T1C00000079g0000150","-",385,1710
"Pc2109T1C00000657g0000500","+",1721,3364
"Pc2109T1C00002926g0000060","-",1197,1085
"Pc2109T1C00002926g0000070","+",1197,16
"Pc2109T1C00002926g0000080","+",16,116
"Pc2109T1C00002926g0000100","-",6580,106
"Pc2109T1C00002926g0000090","+",116,106
"Pc2109T1C00002926g0000110","-",2938,6580
"Pc2109T1C00002926g0000120","-",11702,2938
"Pc2109T1C00002926g0000130","-",3817,11702
"Pc2109T1C00002926g0000150","-",5912,28709
"Pc2109T1C00002926g0000140","+",3817,28709
"Pc2109T1C00000657g0000510","+",3364,194
"Pc2109T1C00000657g0000520","-",48,194
"Pc2109T1C00002926g0000160","+",5912,294
"Pc2109T1C00002926g0000170","+",294,2029
"Pc2109T1C00002942g0000010","+",NA,1129
"Pc2109T1C00002942g0000020","+",1129,152
"Pc2109T1C00002942g0000030","+",152,405
"Pc2109T1C00002942g0000040","-",627,405
"Pc2109T1C00002942g0000050","-",557,627
"Pc2109T1C00002945g0000020","+",8078,4759
"Pc2109T1C00002945g0000030","+",4759,3741
"Pc2109T1C00002945g0000040","+",3741,456
"Pc2109T1C00002946g0000010","+",NA,4865
"Pc2109T1C00002946g0000020","+",4865,562
"Pc2109T1C00002946g0000040","-",1297,181
"Pc2109T1C00002946g0000030","+",562,181
"Pc2109T1C00002946g0000050","-",898,1297
"Pc2109T1C00002946g0000060","-",2488,898
"Pc2109T1C00002946g0000070","+",2488,823
"Pc2109T1C00002946g0000080","-",3350,823
"Pc2109T1C00002946g0000090","-",4615,3350
"Pc2109T1C00000657g0000540","-",134,195
"Pc2109T1C00000657g0000530","+",48,195
"Pc2109T1C00002946g0000100","-",1541,4615
"Pc2109T1C00002946g0000110","+",1541,188
"Pc2109T1C00002946g0000130","-",249,50
"Pc2109T1C00002946g0000120","+",188,50
"Pc2109T1C00002946g0000140","-",137,249
"Pc2109T1C00002946g0000150","+",137,580
"Pc2109T1C00002946g0000170","-",919,380
"Pc2109T1C00002946g0000160","+",580,380
"Pc2109T1C00002946g0000180","-",303,919
"Pc2109T1C00002946g0000190","-",4856,303
"Pc2109T1C00002946g0000200","-",1237,4856
"Pc2109T1C00002946g0000210","-",1852,1237
"Pc2109T1C00002946g0000220","-",2046,1852
"Pc2109T1C00002946g0000230","-",1988,2046
"Pc2109T1C00002946g0000240","-",2073,1988
"Pc2109T1C00002946g0000250","-",NA,2073
"Pc2109T1C00002947g0000020","+",137,583
"Pc2109T1C00002947g0000030","+",583,435
"Pc2109T1C00002947g0000040","-",6087,435
"Pc2109T1C00002947g0000050","-",696,6087
"Pc2109T1C00000657g0000550","+",134,134
"Pc2109T1C00000657g0000560","-",228,134
"Pc2109T1C00002947g0000060","-",1895,696
"Pc2109T1C00002947g0000070","-",2339,1895
"Pc2109T1C00002947g0000080","-",1951,2339
"Pc2109T1C00002947g0000090","-",1964,1951
"Pc2109T1C00002947g0000100","-",2048,1964
"Pc2109T1C00002947g0000110","-",7758,2048
"Pc2109T1C00002947g0000120","+",7758,947
"Pc2109T1C00002947g0000130","+",947,745
"Pc2109T1C00002947g0000140","+",745,1286
"Pc2109T1C00002947g0000160","-",2361,7417
"Pc2109T1C00002947g0000150","+",1286,7417
"Pc2109T1C00002947g0000180","-",1151,285
"Pc2109T1C00002947g0000170","+",2361,285
"Pc2109T1C00002947g0000190","+",1151,469
"Pc2109T1C00002947g0000200","+",469,721
"Pc2109T1C00002947g0000220","-",2432,1094
"Pc2109T1C00002947g0000210","+",721,1094
"Pc2109T1C00002947g0000230","+",2432,366
"Pc2109T1C00002947g0000240","-",480,366
"Pc2109T1C00002947g0000250","-",256,480
"Pc2109T1C00000657g0000570","+",228,594
"Pc2109T1C00002947g0000260","-",144,256
"Pc2109T1C00002947g0000270","-",1662,144
"Pc2109T1C00002947g0000290","-",922,320
"Pc2109T1C00002947g0000280","+",1662,320
"Pc2109T1C00002947g0000300","+",922,8212
"Pc2109T1C00002948g0000020","-",NA,14
"Pc2109T1C00002960g0000020","-",41271,2388
"Pc2109T1C00002960g0000030","-",867,41271
"Pc2109T1C00000657g0000580","+",594,1426
"Pc2109T1C00002960g0000040","+",867,158
"Pc2109T1C00002960g0000050","-",3474,158
"Pc2109T1C00002960g0000060","+",3474,282
"Pc2109T1C00002960g0000070","+",282,3784
"Pc2109T1C00002960g0000080","-",NA,3784
"Pc2109T1C00002961g0000010","+",NA,968
"Pc2109T1C00002961g0000020","+",968,140
"Pc2109T1C00002961g0000030","+",140,341
"Pc2109T1C00002961g0000040","+",341,2026
"Pc2109T1C00002961g0000050","+",2026,2156
"Pc2109T1C00002961g0000060","+",2156,1475
"Pc2109T1C00000657g0000590","+",1426,402
"Pc2109T1C00002962g0000010","+",NA,25
"Pc2109T1C00002962g0000020","+",25,252
"Pc2109T1C00002962g0000030","+",252,245
"Pc2109T1C00002962g0000040","+",245,2814
"Pc2109T1C00002962g0000050","+",2814,1449
"Pc2109T1C00002962g0000060","+",1449,329
"Pc2109T1C00002962g0000070","-",21217,329
"Pc2109T1C00002962g0000080","-",19797,21217
"Pc2109T1C00002962g0000090","+",19797,7007
"Pc2109T1C00002962g0000100","+",7007,10972
"Pc2109T1C00002962g0000110","-",14156,10972
"Pc2109T1C00000079g0000160","-",33083,385
"Pc2109T1C00000657g0000610","-",170,91
"Pc2109T1C00000657g0000600","+",402,91
"Pc2109T1C00002962g0000120","-",442,14156
"Pc2109T1C00002962g0000130","+",442,6121
"Pc2109T1C00002962g0000140","+",6121,462
"Pc2109T1C00002962g0000150","+",462,74
"Pc2109T1C00002962g0000170","-",29,5238
"Pc2109T1C00002962g0000160","+",74,5238
"Pc2109T1C00002962g0000180","-",6403,29
"Pc2109T1C00002962g0000190","-",3474,6403
"Pc2109T1C00002962g0000200","-",1502,3474
"Pc2109T1C00002962g0000210","+",1502,492
"Pc2109T1C00002962g0000220","+",492,1311
"Pc2109T1C00002962g0000230","+",1311,96
"Pc2109T1C00002962g0000240","+",96,2705
"Pc2109T1C00002963g0000010","+",NA,1485
"Pc2109T1C00002963g0000030","-",1567,1757
"Pc2109T1C00002963g0000020","+",1485,1757
"Pc2109T1C00002963g0000040","-",14043,1567
"Pc2109T1C00002963g0000050","-",30368,14043
"Pc2109T1C00002963g0000060","+",30368,5003
"Pc2109T1C00000657g0000620","+",170,82
"Pc2109T1C00000657g0000630","-",312,82
"Pc2109T1C00002963g0000070","+",5003,874
"Pc2109T1C00002963g0000090","-",34934,62435
"Pc2109T1C00002963g0000080","+",874,62435
"Pc2109T1C00002963g0000100","-",12830,34934
"Pc2109T1C00002963g0000120","-",NA,68199
"Pc2109T1C00002963g0000110","+",12830,68199
"Pc2109T1C00002965g0000020","-",3374,924
"Pc2109T1C00002965g0000030","+",3374,1421
"Pc2109T1C00002965g0000040","-",1582,1421
"Pc2109T1C00002965g0000050","-",314,1582
"Pc2109T1C00002965g0000060","+",314,1591
"Pc2109T1C00002965g0000070","-",3028,1591
"Pc2109T1C00002965g0000080","-",3301,3028
"Pc2109T1C00002965g0000090","-",2174,3301
"Pc2109T1C00002965g0000100","+",2174,2977
"Pc2109T1C00002965g0000120","-",2207,2409
"Pc2109T1C00002965g0000110","+",2977,2409
"Pc2109T1C00002965g0000130","-",397,2207
"Pc2109T1C00002965g0000140","+",397,2378
"Pc2109T1C00002965g0000150","-",7400,2378
"Pc2109T1C00000657g0000650","-",1776,212
"Pc2109T1C00000657g0000640","+",312,212
"Pc2109T1C00002965g0000170","-",103,2818
"Pc2109T1C00002965g0000160","+",7400,2818
"Pc2109T1C00002965g0000190","-",2592,1006
"Pc2109T1C00002965g0000180","+",103,1006
"Pc2109T1C00002965g0000210","-",2208,34
"Pc2109T1C00002965g0000200","+",2592,34
"Pc2109T1C00002965g0000220","-",461,2208
"Pc2109T1C00002965g0000230","-",2744,461
"Pc2109T1C00002965g0000240","-",234,2744
"Pc2109T1C00002965g0000250","-",53,234
"Pc2109T1C00002965g0000260","-",NA,53
"Pc2109T1C00000657g0000660","-",861,1776
"Pc2109T1C00002967g0000020","-",2935,69783
"Pc2109T1C00002967g0000030","+",2935,1068
"Pc2109T1C00002967g0000050","-",614,2315
"Pc2109T1C00002967g0000040","+",1068,2315
"Pc2109T1C00002967g0000060","+",614,591
"Pc2109T1C00002967g0000070","-",1500,591
"Pc2109T1C00002967g0000080","+",1500,47
"Pc2109T1C00002967g0000090","-",164,47
"Pc2109T1C00002967g0000100","+",164,735
"Pc2109T1C00002967g0000110","+",735,182
"Pc2109T1C00002967g0000120","-",243,182
"Pc2109T1C00002967g0000130","-",192,243
"Pc2109T1C00002967g0000140","+",192,2361
"Pc2109T1C00002967g0000160","-",170,3811
"Pc2109T1C00002967g0000150","+",2361,3811
"Pc2109T1C00002967g0000170","+",170,2172
"Pc2109T1C00002967g0000180","+",2172,1371
"Pc2109T1C00002967g0000190","+",1371,138
"Pc2109T1C00002967g0000210","-",338,421
"Pc2109T1C00002967g0000200","+",138,421
"Pc2109T1C00000657g0000680","-",893,1596
"Pc2109T1C00000657g0000670","+",861,1596
"Pc2109T1C00002967g0000220","-",574,338
"Pc2109T1C00002967g0000230","+",574,23
"Pc2109T1C00002967g0000240","+",23,546
"Pc2109T1C00002967g0000250","+",546,730
"Pc2109T1C00002967g0000260","+",730,373
"Pc2109T1C00002967g0000270","+",373,1238
"Pc2109T1C00002967g0000280","-",1045,1238
"Pc2109T1C00002967g0000290","+",1045,183
"Pc2109T1C00002967g0000300","+",183,210
"Pc2109T1C00002967g0000310","-",1654,210
"Pc2109T1C00002967g0000320","-",115,1654
"Pc2109T1C00002967g0000330","+",115,261
"Pc2109T1C00002967g0000340","-",1404,261
"Pc2109T1C00002967g0000350","-",290,1404
"Pc2109T1C00002967g0000360","-",728,290
"Pc2109T1C00002967g0000370","-",274,728
"Pc2109T1C00002967g0000380","+",274,2965
"Pc2109T1C00002967g0000390","-",3095,2965
"Pc2109T1C00002967g0000400","-",13492,3095
"Pc2109T1C00002967g0000410","-",21035,13492
"Pc2109T1C00000657g0000690","+",893,152
"Pc2109T1C00002967g0000420","-",4979,21035
"Pc2109T1C00002967g0000430","-",50352,4979
"Pc2109T1C00002967g0000440","-",1623,50352
"Pc2109T1C00002967g0000450","-",1631,1623
"Pc2109T1C00002967g0000460","+",1631,5107
"Pc2109T1C00002967g0000470","-",285,5107
"Pc2109T1C00002967g0000480","+",285,378
"Pc2109T1C00002967g0000500","-",1968,189
"Pc2109T1C00002967g0000490","+",378,189
"Pc2109T1C00000079g0000170","-",68,33083
"Pc2109T1C00000657g0000700","+",152,1352
"Pc2109T1C00000657g0000710","-",1419,1352
"Pc2109T1C00002967g0000510","+",1968,219
"Pc2109T1C00002967g0000520","+",219,279
"Pc2109T1C00002967g0000530","+",279,87
"Pc2109T1C00002967g0000540","-",304,87
"Pc2109T1C00002967g0000560","-",241,92
"Pc2109T1C00002967g0000550","+",304,92
"Pc2109T1C00002967g0000570","-",160,241
"Pc2109T1C00002967g0000580","-",595,160
"Pc2109T1C00002967g0000590","+",595,91
"Pc2109T1C00002967g0000600","-",642,91
"Pc2109T1C00000657g0000720","-",878,1419
"Pc2109T1C00002967g0000610","+",642,182
"Pc2109T1C00002967g0000620","+",182,101
"Pc2109T1C00002967g0000640","-",51958,3511
"Pc2109T1C00002967g0000630","+",101,3511
